OrderID,ProductID, UnitPrice ,Quantity,Discount %,  Gross Revenue  , Discount ,  Net Revenue  
10466,11, $16.80 ,10,0%, $168.00 , $-   , $168.00 
10474,75, $6.20 ,10,0%, $62.00 , $-   , $62.00 
10482,40, $14.70 ,10,0%, $147.00 , $-   , $147.00 
10484,40, $14.70 ,10,0%, $147.00 , $-   , $147.00 
10495,23, $7.20 ,10,0%, $72.00 , $-   , $72.00 
10504,53, $32.80 ,10,0%, $328.00 , $-   , $328.00 
10508,13, $6.00 ,10,0%, $60.00 , $-   , $60.00 
10508,39, $18.00 ,10,0%, $180.00 , $-   , $180.00 
10521,41, $9.65 ,10,0%, $96.50 , $-   , $96.50 
10524,30, $25.89 ,10,0%, $258.90 , $-   , $258.90 
10526,13, $6.00 ,10,0%, $60.00 , $-   , $60.00 
10529,69, $36.00 ,10,0%, $360.00 , $-   , $360.00 
10534,30, $25.89 ,10,0%, $258.90 , $-   , $258.90 
10545,11, $21.00 ,10,0%, $210.00 , $-   , $210.00 
10546,7, $30.00 ,10,0%, $300.00 , $-   , $300.00 
10550,19, $9.20 ,10,0%, $92.00 , $-   , $92.00 
10561,44, $19.45 ,10,0%, $194.50 , $-   , $194.50 
10566,76, $18.00 ,10,0%, $180.00 , $-   , $180.00 
10574,62, $49.30 ,10,0%, $493.00 , $-   , $493.00 
10575,76, $18.00 ,10,0%, $180.00 , $-   , $180.00 
10576,1, $18.00 ,10,0%, $180.00 , $-   , $180.00 
10577,39, $18.00 ,10,0%, $180.00 , $-   , $180.00 
10579,15, $15.50 ,10,0%, $155.00 , $-   , $155.00 
10583,29, $123.79 ,10,0%," $1,237.90 ", $-   ," $1,237.90 "
10591,7, $30.00 ,10,0%, $300.00 , $-   , $300.00 
10599,62, $49.30 ,10,0%, $493.00 , $-   , $493.00 
10609,10, $31.00 ,10,0%, $310.00 , $-   , $310.00 
10611,2, $19.00 ,10,0%, $190.00 , $-   , $190.00 
10621,23, $9.00 ,10,0%, $90.00 , $-   , $90.00 
10624,28, $45.60 ,10,0%, $456.00 , $-   , $456.00 
10624,44, $19.45 ,10,0%, $194.50 , $-   , $194.50 
10625,60, $34.00 ,10,0%, $340.00 , $-   , $340.00 
10637,11, $21.00 ,10,0%, $210.00 , $-   , $210.00 
10657,47, $9.50 ,10,0%, $95.00 , $-   , $95.00 
10662,68, $12.50 ,10,0%, $125.00 , $-   , $125.00 
10665,76, $18.00 ,10,0%, $180.00 , $-   , $180.00 
10666,65, $21.05 ,10,0%, $210.50 , $-   , $210.50 
10671,16, $17.45 ,10,0%, $174.50 , $-   , $174.50 
10671,62, $49.30 ,10,0%, $493.00 , $-   , $493.00 
10675,53, $32.80 ,10,0%, $328.00 , $-   , $328.00 
10687,29, $123.79 ,10,0%," $1,237.90 ", $-   ," $1,237.90 "
10695,8, $40.00 ,10,0%, $400.00 , $-   , $400.00 
10709,60, $34.00 ,10,0%, $340.00 , $-   , $340.00 
10716,61, $28.50 ,10,0%, $285.00 , $-   , $285.00 
10749,76, $18.00 ,10,0%, $180.00 , $-   , $180.00 
10759,32, $32.00 ,10,0%, $320.00 , $-   , $320.00 
10778,41, $9.65 ,10,0%, $96.50 , $-   , $96.50 
10783,31, $12.50 ,10,0%, $125.00 , $-   , $125.00 
10785,10, $31.00 ,10,0%, $310.00 , $-   , $310.00 
10785,75, $7.75 ,10,0%, $77.50 , $-   , $77.50 
10792,2, $19.00 ,10,0%, $190.00 , $-   , $190.00 
10796,44, $19.45 ,10,0%, $194.50 , $-   , $194.50 
10798,72, $34.80 ,10,0%, $348.00 , $-   , $348.00 
10805,34, $14.00 ,10,0%, $140.00 , $-   , $140.00 
10805,38, $263.50 ,10,0%," $2,635.00 ", $-   ," $2,635.00 "
10829,2, $19.00 ,10,0%, $190.00 , $-   , $190.00 
10829,13, $6.00 ,10,0%, $60.00 , $-   , $60.00 
10853,18, $62.50 ,10,0%, $625.00 , $-   , $625.00 
10858,27, $43.90 ,10,0%, $439.00 , $-   , $439.00 
10869,11, $21.00 ,10,0%, $210.00 , $-   , $210.00 
10874,10, $31.00 ,10,0%, $310.00 , $-   , $310.00 
10879,65, $21.05 ,10,0%, $210.50 , $-   , $210.50 
10879,76, $18.00 ,10,0%, $180.00 , $-   , $180.00 
10881,73, $15.00 ,10,0%, $150.00 , $-   , $150.00 
10890,34, $14.00 ,10,0%, $140.00 , $-   , $140.00 
10893,24, $4.50 ,10,0%, $45.00 , $-   , $45.00 
10910,49, $20.00 ,10,0%, $200.00 , $-   , $200.00 
10911,1, $18.00 ,10,0%, $180.00 , $-   , $180.00 
10915,17, $39.00 ,10,0%, $390.00 , $-   , $390.00 
10915,54, $7.45 ,10,0%, $74.50 , $-   , $74.50 
10917,60, $34.00 ,10,0%, $340.00 , $-   , $340.00 
10921,35, $18.00 ,10,0%, $180.00 , $-   , $180.00 
10926,13, $6.00 ,10,0%, $60.00 , $-   , $60.00 
10926,72, $34.80 ,10,0%, $348.00 , $-   , $348.00 
10945,31, $12.50 ,10,0%, $125.00 , $-   , $125.00 
10964,69, $36.00 ,10,0%, $360.00 , $-   , $360.00 
10973,75, $7.75 ,10,0%, $77.50 , $-   , $77.50 
10974,63, $43.90 ,10,0%, $439.00 , $-   , $439.00 
10975,75, $7.75 ,10,0%, $77.50 , $-   , $77.50 
10977,51, $53.00 ,10,0%, $530.00 , $-   , $530.00 
10978,40, $18.40 ,10,0%, $184.00 , $-   , $184.00 
10986,76, $18.00 ,10,0%, $180.00 , $-   , $180.00 
11003,40, $18.40 ,10,0%, $184.00 , $-   , $184.00 
11003,52, $7.00 ,10,0%, $70.00 , $-   , $70.00 
11005,59, $55.00 ,10,0%, $550.00 , $-   , $550.00 
11007,29, $123.79 ,10,0%," $1,237.90 ", $-   ," $1,237.90 "
11010,24, $4.50 ,10,0%, $45.00 , $-   , $45.00 
11013,23, $9.00 ,10,0%, $90.00 , $-   , $90.00 
11018,18, $62.50 ,10,0%, $625.00 , $-   , $625.00 
11026,51, $53.00 ,10,0%, $530.00 , $-   , $530.00 
11035,1, $18.00 ,10,0%, $180.00 , $-   , $180.00 
11035,54, $7.45 ,10,0%, $74.50 , $-   , $74.50 
11043,11, $21.00 ,10,0%, $210.00 , $-   , $210.00 
11054,33, $2.50 ,10,0%, $25.00 , $-   , $25.00 
11060,77, $13.00 ,10,0%, $130.00 , $-   , $130.00 
11073,11, $21.00 ,10,0%, $210.00 , $-   , $210.00 
10255,59, $44.00 ,30,0%," $1,320.00 ", $-   ," $1,320.00 "
10265,17, $31.20 ,30,0%, $936.00 , $-   , $936.00 
10270,36, $15.20 ,30,0%, $456.00 , $-   , $456.00 
10280,75, $6.20 ,30,0%, $186.00 , $-   , $186.00 
10289,3, $8.00 ,30,0%, $240.00 , $-   , $240.00 
10296,16, $13.90 ,30,0%, $417.00 , $-   , $417.00 
10300,66, $13.60 ,30,0%, $408.00 , $-   , $408.00 
10304,49, $16.00 ,30,0%, $480.00 , $-   , $480.00 
10309,6, $20.00 ,30,0%, $600.00 , $-   , $600.00 
10315,70, $12.00 ,30,0%, $360.00 , $-   , $360.00 
10319,76, $14.40 ,30,0%, $432.00 , $-   , $432.00 
10320,71, $17.20 ,30,0%, $516.00 , $-   , $516.00 
10324,46, $9.60 ,30,0%, $288.00 , $-   , $288.00 
10356,31, $10.00 ,30,0%, $300.00 , $-   , $300.00 
10360,28, $36.40 ,30,0%," $1,092.00 ", $-   ," $1,092.00 "
10364,69, $28.80 ,30,0%, $864.00 , $-   , $864.00 
10370,64, $26.60 ,30,0%, $798.00 , $-   , $798.00 
10374,31, $10.00 ,30,0%, $300.00 , $-   , $300.00 
10380,70, $12.00 ,30,0%, $360.00 , $-   , $360.00 
10389,70, $12.00 ,30,0%, $360.00 , $-   , $360.00 
10398,35, $14.40 ,30,0%, $432.00 , $-   , $432.00 
10399,71, $17.20 ,30,0%, $516.00 , $-   , $516.00 
10400,49, $16.00 ,30,0%, $480.00 , $-   , $480.00 
10407,11, $16.80 ,30,0%, $504.00 , $-   , $504.00 
10421,26, $24.90 ,30,0%, $747.00 , $-   , $747.00 
10430,56, $30.40 ,30,0%, $912.00 , $-   , $912.00 
10439,74, $8.00 ,30,0%, $240.00 , $-   , $240.00 
10442,11, $16.80 ,30,0%, $504.00 , $-   , $504.00 
10444,41, $7.70 ,30,0%, $231.00 , $-   , $231.00 
10455,71, $17.20 ,30,0%, $516.00 , $-   , $516.00 
10458,26, $24.90 ,30,0%, $747.00 , $-   , $747.00 
10458,28, $36.40 ,30,0%," $1,092.00 ", $-   ," $1,092.00 "
10470,18, $50.00 ,30,0%," $1,500.00 ", $-   ," $1,500.00 "
10471,7, $24.00 ,30,0%, $720.00 , $-   , $720.00 
10479,38, $210.80 ,30,0%," $6,324.00 ", $-   ," $6,324.00 "
10479,64, $26.60 ,30,0%, $798.00 , $-   , $798.00 
10480,47, $7.60 ,30,0%, $228.00 , $-   , $228.00 
10487,26, $24.90 ,30,0%, $747.00 , $-   , $747.00 
10488,59, $44.00 ,30,0%," $1,320.00 ", $-   ," $1,320.00 "
10490,68, $10.00 ,30,0%, $300.00 , $-   , $300.00 
10494,56, $30.40 ,30,0%, $912.00 , $-   , $912.00 
10498,42, $14.00 ,30,0%, $420.00 , $-   , $420.00 
10502,67, $14.00 ,30,0%, $420.00 , $-   , $420.00 
10525,36, $19.00 ,30,0%, $570.00 , $-   , $570.00 
10536,33, $2.50 ,30,0%, $75.00 , $-   , $75.00 
10537,31, $12.50 ,30,0%, $375.00 , $-   , $375.00 
10540,38, $263.50 ,30,0%," $7,905.00 ", $-   ," $7,905.00 "
10546,35, $18.00 ,30,0%, $540.00 , $-   , $540.00 
10552,75, $7.75 ,30,0%, $232.50 , $-   , $232.50 
10553,31, $12.50 ,30,0%, $375.00 , $-   , $375.00 
10557,64, $33.25 ,30,0%, $997.50 , $-   , $997.50 
10558,52, $7.00 ,30,0%, $210.00 , $-   , $210.00 
10569,76, $18.00 ,30,0%, $540.00 , $-   , $540.00 
10575,72, $34.80 ,30,0%," $1,044.00 ", $-   ," $1,044.00 "
10594,58, $13.25 ,30,0%, $397.50 , $-   , $397.50 
10600,73, $15.00 ,30,0%, $450.00 , $-   , $450.00 
10647,19, $9.20 ,30,0%, $276.00 , $-   , $276.00 
10650,30, $25.89 ,30,0%, $776.70 , $-   , $776.70 
10650,54, $7.45 ,30,0%, $223.50 , $-   , $223.50 
10657,60, $34.00 ,30,0%," $1,020.00 ", $-   ," $1,020.00 "
10669,36, $19.00 ,30,0%, $570.00 , $-   , $570.00 
10675,14, $23.25 ,30,0%, $697.50 , $-   , $697.50 
10675,58, $13.25 ,30,0%, $397.50 , $-   , $397.50 
10678,33, $2.50 ,30,0%, $75.00 , $-   , $75.00 
10678,54, $7.45 ,30,0%, $223.50 , $-   , $223.50 
10682,33, $2.50 ,30,0%, $75.00 , $-   , $75.00 
10682,75, $7.75 ,30,0%, $232.50 , $-   , $232.50 
10684,60, $34.00 ,30,0%," $1,020.00 ", $-   ," $1,020.00 "
10691,1, $18.00 ,30,0%, $540.00 , $-   , $540.00 
10712,56, $38.00 ,30,0%," $1,140.00 ", $-   ," $1,140.00 "
10713,26, $31.23 ,30,0%, $936.90 , $-   , $936.90 
10715,71, $21.50 ,30,0%, $645.00 , $-   , $645.00 
10729,21, $10.00 ,30,0%, $300.00 , $-   , $300.00 
10734,6, $25.00 ,30,0%, $750.00 , $-   , $750.00 
10747,69, $36.00 ,30,0%," $1,080.00 ", $-   ," $1,080.00 "
10751,30, $25.89 ,30,0%, $776.70 , $-   , $776.70 
10757,34, $14.00 ,30,0%, $420.00 , $-   , $420.00 
10757,62, $49.30 ,30,0%," $1,479.00 ", $-   ," $1,479.00 "
10762,47, $9.50 ,30,0%, $285.00 , $-   , $285.00 
10784,36, $19.00 ,30,0%, $570.00 , $-   , $570.00 
10789,18, $62.50 ,30,0%," $1,875.00 ", $-   ," $1,875.00 "
10789,63, $43.90 ,30,0%," $1,317.00 ", $-   ," $1,317.00 "
10811,40, $18.40 ,30,0%, $552.00 , $-   , $552.00 
10817,38, $263.50 ,30,0%," $7,905.00 ", $-   ," $7,905.00 "
10820,56, $38.00 ,30,0%," $1,140.00 ", $-   ," $1,140.00 "
10830,60, $34.00 ,30,0%," $1,020.00 ", $-   ," $1,020.00 "
10836,64, $33.25 ,30,0%, $997.50 , $-   , $997.50 
10841,56, $38.00 ,30,0%," $1,140.00 ", $-   ," $1,140.00 "
10846,70, $15.00 ,30,0%, $450.00 , $-   , $450.00 
10848,5, $21.35 ,30,0%, $640.50 , $-   , $640.50 
10857,3, $10.00 ,30,0%, $300.00 , $-   , $300.00 
10868,35, $18.00 ,30,0%, $540.00 , $-   , $540.00 
10885,70, $15.00 ,30,0%, $450.00 , $-   , $450.00 
10893,8, $40.00 ,30,0%," $1,200.00 ", $-   ," $1,200.00 "
10901,41, $9.65 ,30,0%, $289.50 , $-   , $289.50 
10901,71, $21.50 ,30,0%, $645.00 , $-   , $645.00 
10915,33, $2.50 ,30,0%, $75.00 , $-   , $75.00 
10931,57, $19.50 ,30,0%, $585.00 , $-   , $585.00 
10933,61, $28.50 ,30,0%, $855.00 , $-   , $855.00 
10949,10, $31.00 ,30,0%, $930.00 , $-   , $930.00 
10954,45, $9.50 ,30,0%, $285.00 , $-   , $285.00 
10957,30, $25.89 ,30,0%, $776.70 , $-   , $776.70 
10968,12, $38.00 ,30,0%," $1,140.00 ", $-   ," $1,140.00 "
10968,24, $4.50 ,30,0%, $135.00 , $-   , $135.00 
10977,39, $18.00 ,30,0%, $540.00 , $-   , $540.00 
10977,47, $9.50 ,30,0%, $285.00 , $-   , $285.00 
10979,27, $43.90 ,30,0%," $1,317.00 ", $-   ," $1,317.00 "
10986,11, $21.00 ,30,0%, $630.00 , $-   , $630.00 
10998,75, $7.75 ,30,0%, $232.50 , $-   , $232.50 
11000,77, $13.00 ,30,0%, $390.00 , $-   , $390.00 
11007,8, $40.00 ,30,0%," $1,200.00 ", $-   ," $1,200.00 "
11017,70, $15.00 ,30,0%, $450.00 , $-   , $450.00 
11022,69, $36.00 ,30,0%," $1,080.00 ", $-   ," $1,080.00 "
11023,43, $46.00 ,30,0%," $1,380.00 ", $-   ," $1,380.00 "
11024,33, $2.50 ,30,0%, $75.00 , $-   , $75.00 
11032,59, $55.00 ,30,0%," $1,650.00 ", $-   ," $1,650.00 "
11035,42, $14.00 ,30,0%, $420.00 , $-   , $420.00 
11036,59, $55.00 ,30,0%," $1,650.00 ", $-   ," $1,650.00 "
11038,71, $21.50 ,30,0%, $645.00 , $-   , $645.00 
11041,63, $43.90 ,30,0%," $1,317.00 ", $-   ," $1,317.00 "
11059,13, $6.00 ,30,0%, $180.00 , $-   , $180.00 
11063,34, $14.00 ,30,0%, $420.00 , $-   , $420.00 
10256,53, $26.20 ,15,0%, $393.00 , $-   , $393.00 
10257,77, $10.40 ,15,0%, $156.00 , $-   , $156.00 
10262,7, $24.00 ,15,0%, $360.00 , $-   , $360.00 
10276,10, $24.80 ,15,0%, $372.00 , $-   , $372.00 
10278,59, $44.00 ,15,0%, $660.00 , $-   , $660.00 
